"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"1665",3139,976.565,0.064471907,393.682,2768.188,1890.413,15147.14,479.569,0.031660696,410.797,2768.133,1890.413,14170.575,615.261,0.04341821,0.000976565,393.682,2.768188,1.890413,0.01514714,0.479569,31.66069634,410.797,2.768133,1.890413,0.014170575,0.615261,43.41820992,135.68,0.13568,301234.2331,1217744.407,36,NA,NA,301233.4536,1217744.529,112.24958,2770,1.514714,1.4170575,0.976565,4.53020680737531,20.5227737175896,2.77,4.10797
"1666",2859,1078.156,0.068457527,340.394,2129.588,1666.784,15749.269,539.489,0.03425486,349.633,2129,1666.784,14671.113,675.191,0.046021798,0.001078156,340.394,2.129588,1.666784,0.015749269,0.539489,34.2548597,349.633,2.129,1.666784,0.014671113,0.675191,46.02179807,135.698,0.135698,314200.6303,1258681.223,NA,NA,NA,314203.8561,1258687.264,81.35458,2126,1.5749269,1.4671113,1.078156,3.28333586751201,10.7802944188909,2.126,3.49633
"1667",1237,1006.538,0.063721424,414.433,3362.667,1701.565,15795.912,1050.729,0.066519046,423.811,3361.714,1701.565,14789.374,1186.448,0.080223003,0.001006538,414.433,3.362667,1.701565,0.015795912,1.050729,66.51904619,423.811,3.361714,1.701565,0.014789374,1.186448,80.22300335,135.747,0.135747,375778.2218,1179259.174,NA,NA,NA,375770.1518,1179249.613,321.64148,3375,1.5795912,1.4789374,1.006538,12.9809164740774,168.504192506974,3.375,4.23811
"1668",2533,1137.354,0.089949952,348.184,2379.714,1278.048,12644.298,555.481,0.043931344,367.084,2378.769,1278.048,11506.944,691.208,0.060068772,0.001137354,348.184,2.379714,1.278048,0.012644298,0.555481,43.9313436,367.084,2.378769,1.278048,0.011506944,0.691208,60.06877239,135.764,0.135764,396514.0065,1258676.872,NA,NA,NA,396519.1308,1258676.565,384.2193,2398,1.2644298,1.1506944,1.137354,15.5064534618747,240.450098965285,2.398,3.67084
"1669",1731,802.371,0.019339412,306.907,2275.851,1347.276,41488.904,1030.385,0.024835194,308.97,2275.851,1347.276,40686.533,1166.157,0.02866199,0.000802371,306.907,2.275851,1.347276,0.041488904,1.030385,24.83519449,308.97,2.275851,1.347276,0.040686533,1.166157,28.66198995,135.797,0.135797,367228.2696,1122288.938,NA,NA,NA,367237.5573,1122283.829,211.42119,2282,4.1488904,4.0686533,0.802371,8.53260844415978,72.8054068613468,2.282,3.0897
"1670",2213,856.628,0.124651113,270.818,2141.833,1242.006,6872.205,395.671,0.057575553,284.632,2141.2,1242.006,6015.577,531.47,0.088348965,0.000856628,270.818,2.141833,1.242006,0.006872205,0.395671,57.57555253,284.632,2.1412,1.242006,0.006015577,0.53147,88.3489647,135.833,0.135833,387522.2459,1341612.746,NA,NA,NA,387517.0377,1341616.457,267.23654,2155,0.6872205,0.6015577,0.856628,10.7852233628618,116.32104298682,2.155,2.84632
"1671",2285,786.956,0.069155787,404.775,2617,1359.508,11379.467,703.03,0.061780574,410.927,2617,1359.508,10592.511,838.931,0.07920039,0.000786956,404.775,2.617,1.359508,0.011379467,0.70303,61.78057373,410.927,2.617,1.359508,0.010592511,0.838931,79.20038978,135.944,0.135944,417353.5585,1218285.888,NA,NA,NA,417340.7558,1218275.593,81.9875,2614,1.1379467,1.0592511,0.786956,3.30887946858851,10.9486833376466,2.614,4.10927
"1672",2529,1109.336,0.038622308,241.947,1926.067,1297.368,28722.675,840.264,0.029254378,245.509,1926.069,1297.368,27613.339,976.208,0.035352769,0.001109336,241.947,1.926067,1.297368,0.028722675,0.840264,29.25437829,245.509,1.926069,1.297368,0.027613339,0.976208,35.35276918,135.968,0.135968,366643.7467,1258453.918,NA,NA,NA,366647.3845,1258459.105,144.86711,1927,2.8722675,2.7613339,1.109336,5.84659620006407,34.1826871266036,1.927,2.45509
"1673",1989,1211.959,0.035238789,415.234,2124.257,1451.589,34392.754,823.809,0.023952981,419.244,2124.121,1451.589,33180.795,959.857,0.028928089,0.001211959,415.234,2.124257,1.451589,0.034392754,0.823809,23.95298149,419.244,2.124121,1.451589,0.033180795,0.959857,28.92808928,136.053,0.136053,329520.0252,1156239.607,NA,NA,NA,329534.7518,1156228.402,125.0844,2142,3.4392754,3.3180795,1.211959,5.04819884739396,25.4843116028297,2.142,4.19244
"1675",3003,822.564,0.086094655,299.827,2495.5,1629.19,9554.182,402.688,0.042147826,308.532,2495.778,1629.19,8731.618,538.805,0.061707349,0.000822564,299.827,2.4955,1.62919,0.009554182,0.402688,42.14782595,308.532,2.495778,1.62919,0.008731618,0.538805,61.70734908,136.121,0.136121,325528.4596,1217420.613,NA,NA,NA,325524.9121,1217421.035,608.06805,2515,0.9554182,0.8731618,0.822564,24.5406176081677,602.241912590311,2.515,3.08532
"1676",3186,1249.691,0.0333071,472.854,2950.513,1569.974,37520.258,1227.585,0.032717925,477.381,2950.474,1569.974,36270.567,1363.697,0.037597896,0.001249691,472.854,2.950513,1.569974,0.037520258,1.227585,32.71792534,477.381,2.950474,1.569974,0.036270567,1.363697,37.59789584,136.136,0.136136,365157.8001,1168178.777,27,NA,NA,365169.8308,1168183.061,482.27542,2958,3.7520258,3.6270567,1.249691,19.4638357730495,378.840903000243,2.958,4.77381
"1677",2747,606.132,0.037783016,333.292,2351.588,1335.454,16042.446,509.187,0.031739985,338.636,2351.688,1335.454,15436.314,645.301,0.041804086,0.000606132,333.292,2.351588,1.335454,0.016042446,0.509187,31.73998529,338.636,2.351688,1.335454,0.015436314,0.645301,41.80408613,136.143,0.136143,377750.4532,1116310.495,NA,NA,NA,377747.9576,1116306.538,100.57275,2360,1.6042446,1.5436314,0.606132,4.05894932245141,16.4750696022288,2.36,3.38636
"1678",3073,1085.679,0.052984699,380.157,2577.043,1787.688,20490.425,598.128,0.02919061,383.427,2576.636,1787.688,19404.746,734.308,0.03784167,0.001085679,380.157,2.577043,1.787688,0.020490425,0.598128,29.19060976,383.427,2.576636,1.787688,0.019404746,0.734308,37.84167028,136.173,0.136173,310280.1144,1226755.596,NA,NA,NA,310287.1766,1226755.578,116.24858,2599,2.0490425,1.9404746,1.085679,4.69159981234418,22.011108799188,2.599,3.83427
"1679",1726,821.229,0.060501034,260.806,2324.063,1274.948,13573.801,543.471,0.040038232,266.095,2324.133,1274.948,12752.572,679.702,0.053299209,0.000821229,260.806,2.324063,1.274948,0.013573801,0.543471,40.03823247,266.095,2.324133,1.274948,0.012752572,0.679702,53.29920898,136.261,0.136261,379348.8523,1120856.759,NA,NA,NA,379350.5875,1120863.041,106.1252,2313,1.3573801,1.2752572,0.821229,4.28303699197865,18.3444058746575,2.313,2.66095
"1680",2365,1085.019,0.034007868,327.648,3061.472,1530.255,31904.94,1211.792,0.037981328,332.985,3060.943,1530.255,30819.921,1348.078,0.043740476,0.001085019,327.648,3.061472,1.530255,0.03190494,1.211792,37.98132828,332.985,3.060943,1.530255,0.030819921,1.348078,43.74047552,136.32,0.13632,389658.0755,1191618.357,NA,NA,NA,389656.4326,1191603.16,126.79096,3086,3.190494,3.0819921,1.085019,5.11707277751641,26.1844338103995,3.086,3.32985
"1681",393,964.948,0.128185158,165.82,2372.125,1036.387,7527.767,587.666,0.078066444,169.627,2369.5,1036.387,6562.819,723.974,0.110314485,0.000964948,165.82,2.372125,1.036387,0.007527767,0.587666,78.06644387,169.627,2.3695,1.036387,0.006562819,0.723974,110.3144853,136.353,0.136353,428789.3631,1160293.889,NA,NA,NA,428775.2467,1160286.225,154.965,2373,0.7527767,0.6562819,0.964948,6.25413028632192,39.1141456382891,2.373,1.69627
"1682",1459,1259.414,0.075067613,319.246,2522.526,1466.805,16777.062,554.951,0.033077961,321.706,2522.941,1466.805,15517.648,691.279,0.044547924,0.001259414,319.246,2.522526,1.466805,0.016777062,0.554951,33.07796085,321.706,2.522941,1.466805,0.015517648,0.691279,44.54792376,136.361,0.136361,386091.3137,1267414.442,NA,NA,NA,386096.1115,1267417.947,195.21255,2519,1.6777062,1.5517648,1.259414,7.87845462669075,62.0700473048248,2.519,3.21706
"1683",1427,588.795,0.056720546,315.343,2317.067,1353.34,10380.63,585.099,0.056364498,321.365,2317.067,1353.34,9791.835,708.139,0.072319335,0.000588795,315.343,2.317067,1.35334,0.01038063,0.585099,56.36449811,321.365,2.317067,1.35334,0.009791835,0.708139,72.31933545,136.378,0.136378,401782.7971,1261890.417,NA,NA,NA,401786.2356,1261912.53,73.11254,2342,1.038063,0.9791835,0.588795,2.95070080807874,8.70663525879656,2.342,3.21365
"1684",2843,1093.56,0.050764928,351.556,1984,1493.454,21541.644,568.663,0.02639831,358.978,1983.364,1493.454,20448.084,705.06,0.034480492,0.00109356,351.556,1.984,1.493454,0.021541644,0.568663,26.39831018,358.978,1.983364,1.493454,0.020448084,0.70506,34.48049216,136.392,0.136392,312654.4033,1186404.301,6,NA,NA,312673.2607,1186397.085,136.81703,1977,2.1541644,2.0448084,1.09356,5.52170832773603,30.4892628565895,1.977,3.58978
"1685",2493,872.205,0.093247057,277.858,2336.111,1405.095,9353.7,405.038,0.043302436,287.652,2335.25,1405.095,8481.495,541.52,0.063847234,0.000872205,277.858,2.336111,1.405095,0.0093537,0.405038,43.30243647,287.652,2.33525,1.405095,0.008481495,0.54152,63.84723448,136.514,0.136514,382995.2173,1252552.112,NA,NA,NA,382994.004,1252553.338,260.02457,2335,0.93537,0.8481495,0.872205,10.4941602195646,110.127398713893,2.335,2.87652
"1686",2815,889.542,0.041154863,334.366,2492.167,1464.616,21614.505,722.215,0.033413442,336.169,2492.261,1464.616,20724.963,858.758,0.041435924,0.000889542,334.366,2.492167,1.464616,0.021614505,0.722215,33.41344158,336.169,2.492261,1.464616,0.020724963,0.858758,41.4359244,136.564,0.136564,359925.4059,1149458.785,NA,NA,NA,359921.1113,1149457.801,144.52995,2508,2.1614505,2.0724963,0.889542,5.8329889818707,34.023760462625,2.508,3.36169
"1687",1568,1273.575,0.023164429,411.313,2540.574,1497.675,54979.771,1587.747,0.028878749,415.505,2540.373,1497.675,53706.196,1724.313,0.032106407,0.001273575,411.313,2.540574,1.497675,0.054979771,1.587747,28.87874888,415.505,2.540373,1.497675,0.053706196,1.724313,32.10640724,136.6,0.1366,388562.7738,1208353.669,NA,NA,NA,388582.182,1208363.709,370.55173,2554,5.4979771,5.3706196,1.273575,14.954853013532,223.647628656346,2.554,4.15505
"1688",199,992.765,0.074261921,358.425,2769.692,1206.372,13368.426,456.893,0.034177023,373.193,2769.917,1206.372,12375.661,593.586,0.047963983,0.000992765,358.425,2.769692,1.206372,0.013368426,0.456893,34.17702278,373.193,2.769917,1.206372,0.012375661,0.593586,47.9639835,136.716,0.136716,362909.6835,1358018.784,NA,NA,NA,362911.3339,1358010.374,166.37956,2775,1.3368426,1.2375661,0.992765,6.71480298919701,45.0885791837291,2.775,3.73193
"1689",1247,1210.51,0.13142806,287.523,2754.545,1410.608,9210.438,405.85,0.044064137,297.216,2753.889,1410.608,7999.928,542.553,0.067819735,0.00121051,287.523,2.754545,1.410608,0.009210438,0.40585,44.0641368,297.216,2.753889,1.410608,0.007999928,0.542553,67.81973538,136.736,0.136736,386686.7081,1160288.379,NA,NA,NA,386687.8021,1160289.365,131.44949,2774,0.9210438,0.7999928,1.21051,5.3050833190112,28.1439090216509,2.774,2.97216
"1691",2380,617.588,0.053086221,362.1,2784.667,1636.057,11633.678,497.109,0.042730167,371.001,2784.364,1636.057,11016.09,585.451,0.053145081,0.000617588,362.1,2.784667,1.636057,0.011633678,0.497109,42.73016668,371.001,2.784364,1.636057,0.01101609,0.585451,53.14508142,136.795,0.136795,383963.1523,1195962.389,NA,NA,NA,383968.5507,1195957.681,103.09973,2791,1.1633678,1.101609,0.617588,4.1609340425555,17.3133721064972,2.791,3.71001
"1692",3068,1173.898,0.047492813,332.142,2200.654,1647.335,24717.382,743.119,0.030064632,338.334,2200.36,1647.335,23543.484,879.985,0.037377008,0.001173898,332.142,2.200654,1.647335,0.024717382,0.743119,30.06463225,338.334,2.20036,1.647335,0.023543484,0.879985,37.37700843,136.86,0.13686,309874.4706,1193541.121,NA,NA,NA,309884.8572,1193551.832,69.56673,2194,2.4717382,2.3543484,1.173898,2.80759779958945,7.88260540425954,2.194,3.38334
"1693",2404,1300.25,0.050447598,427.478,2736.462,1603.175,25774.27,1043.043,0.040468382,437.438,2736.16,1603.175,24474.02,1179.932,0.048211614,0.00130025,427.478,2.736462,1.603175,0.02577427,1.043043,40.46838184,437.438,2.73616,1.603175,0.02447402,1.179932,48.21161378,136.914,0.136914,369686.9413,1201661.504,NA,NA,NA,369703.592,1201655.928,212.8472,2739,2.577427,2.447402,1.30025,8.5901598417631,73.7908461070394,2.739,4.37438
"1695",2745,640.418,0.087884024,253.386,2215.222,1349.683,7287.081,318.135,0.043657399,264.162,2215,1349.683,6646.663,455.097,0.068469998,0.000640418,253.386,2.215222,1.349683,0.007287081,0.318135,43.65739862,264.162,2.215,1.349683,0.006646663,0.455097,68.46999765,136.988,0.136988,370625.1596,1109638.721,NA,NA,NA,370626.8885,1109635.895,142.61215,2229,0.7287081,0.6646663,0.640418,5.75558975583186,33.1268134374367,2.229,2.64162
"1696",580,802.014,0.020512958,226.623,1899.5,1344.051,39097.921,793.407,0.020292818,227.54,1899.415,1344.051,38295.907,930.396,0.02429492,0.000802014,226.623,1.8995,1.344051,0.039097921,0.793407,20.29281813,227.54,1.899415,1.344051,0.038295907,0.930396,24.29492008,137.011,0.137011,359054.1695,1231988.035,NA,NA,NA,359053.4011,1231985.825,176.93994,1898,3.9097921,3.8295907,0.802014,7.14100240450413,50.9939153411338,1.898,2.2754
"1697",41,970.082,0.040136499,285.088,2492.259,1438.374,24169.572,668.386,0.027654027,292.981,2492.259,1438.374,23199.49,805.411,0.034716755,0.000970082,285.088,2.492259,1.438374,0.024169572,0.668386,27.65402714,292.981,2.492259,1.438374,0.02319949,0.805411,34.71675455,137.051,0.137051,370879.2528,1141421.734,NA,NA,NA,370875.9646,1141415.828,219.62601,2494,2.4169572,2.319949,0.970082,8.86374136614746,78.5659110059536,2.494,2.92981
"1698",1177,802.286,0.055280515,306.011,1813.067,1241.072,14512.998,455.361,0.031376081,315.286,1813.067,1241.072,13710.712,592.522,0.043215991,0.000802286,306.011,1.813067,1.241072,0.014512998,0.455361,31.37608094,315.286,1.813067,1.241072,0.013710712,0.592522,43.21599053,137.183,0.137183,360693.6681,1332985.659,NA,NA,NA,360696.3463,1332984.129,317.23303,1814,1.4512998,1.3710712,0.802286,12.8029987464567,163.916776901773,1.814,3.15286
"1700",2128,1120.478,0.140544858,292.706,3016.5,1268.743,7972.387,336.271,0.042179463,313.006,3015.429,1268.743,6851.909,473.465,0.069099721,0.001120478,292.706,3.0165,1.268743,0.007972387,0.336271,42.17946269,313.006,3.015429,1.268743,0.006851909,0.473465,69.09972097,137.24,0.13724,424285.2606,1305655.933,NA,NA,NA,424284.5472,1305656.21,276.96927,3022,0.7972387,0.6851909,1.120478,11.1780201973831,124.948135533105,3.022,3.13006
"1701",2929,870.583,0.044179136,304.359,1987.636,1393.99,19705.75,598.93,0.030393667,309.038,1987.636,1393.99,18835.167,736.336,0.03909368,0.000870583,304.359,1.987636,1.39399,0.01970575,0.59893,30.39366682,309.038,1.987636,1.39399,0.018835167,0.736336,39.09368045,137.404,0.137404,318728.9281,1171089.155,NA,NA,NA,318727.2312,1171094.446,68.72104,1995,1.970575,1.8835167,0.870583,2.77346715433511,7.69212005617568,1.995,3.09038
"1702",475,1102.376,0.140240997,231.831,2369,1328.245,7860.583,358.566,0.045615701,240.144,2368.429,1328.245,6758.207,495.987,0.073390324,0.001102376,231.831,2.369,1.328245,0.007860583,0.358566,45.61570051,240.144,2.368429,1.328245,0.006758207,0.495987,73.39032379,137.46,0.13746,404943.5555,1246357.333,NA,NA,NA,404946.0793,1246360.066,63.24083,2383,0.7860583,0.6758207,1.102376,2.55229497134925,6.51420962077465,2.383,2.40144
"1703",1922,1276.027,0.122808821,381.322,2628.1,1486.826,10390.353,594.933,0.057258209,387.392,2627.25,1486.826,9114.326,732.374,0.080354159,0.001276027,381.322,2.6281,1.486826,0.010390353,0.594933,57.25820865,387.392,2.62725,1.486826,0.009114326,0.732374,80.35415894,137.465,0.137465,364697.535,1160270.322,NA,NA,NA,364703.3264,1160272.968,89.06349,2647,1.0390353,0.9114326,1.276027,3.59445468469996,12.9201044803615,2.647,3.87392
"1704",2907,1164.483,0.06886202,388.689,2526.778,1725.088,16910.381,532.594,0.031495092,398.985,2526.412,1725.088,15745.898,670.062,0.042554702,0.001164483,388.689,2.526778,1.725088,0.016910381,0.532594,31.49509168,398.985,2.526412,1.725088,0.015745898,0.670062,42.55470218,137.466,0.137466,317222.8853,1242561.534,NA,NA,NA,317233.3803,1242547.216,112.03224,2534,1.6910381,1.5745898,1.164483,4.52143532557988,20.4433774034016,2.534,3.98985
"1706",2080,1107.319,0.053981742,282.165,2278.952,1308.714,20512.843,637.489,0.031077555,288.116,2278.55,1308.714,19405.524,775.053,0.039939813,0.001107319,282.165,2.278952,1.308714,0.020512843,0.637489,31.07755468,288.116,2.27855,1.308714,0.019405524,0.775053,39.93981301,137.599,0.137599,390154.3597,1322874.275,NA,NA,NA,390163.0775,1322881.89,149.56976,2289,2.0512843,1.9405524,1.107319,6.03638735155616,36.4379722580272,2.289,2.88116
"1707",2357,1061.865,0.110593692,368.679,2839.909,1697.902,9601.497,423.846,0.044143741,384.203,2839.1,1697.902,8539.632,561.451,0.06574651,0.001061865,368.679,2.839909,1.697902,0.009601497,0.423846,44.14374134,384.203,2.8391,1.697902,0.008539632,0.561451,65.74650992,137.628,0.137628,362225.2923,1186262.095,NA,NA,NA,362236.3131,1186261.722,113.5642,2831,0.9601497,0.8539632,1.061865,4.58326268939386,21.0062968799898,2.831,3.84203
"1708",1564,1157.267,0.034352431,422.609,2716.605,1450.584,33688.067,820.407,0.024353045,430.15,2716.784,1450.584,32530.8,958.027,0.029449844,0.001157267,422.609,2.716605,1.450584,0.033688067,0.820407,24.35304466,430.15,2.716784,1.450584,0.0325308,0.958027,29.44984446,137.662,0.137662,410443.7733,1207750.958,NA,NA,NA,410440.846,1207767.341,163.04349,2747,3.3688067,3.25308,1.157267,6.58016473911286,43.2985679938643,2.747,4.3015
"1709",1964,1367.784,0.046274541,337.492,2536.033,1521.501,29558.024,774.852,0.026214608,339.04,2536.321,1521.501,28190.24,912.557,0.032371381,0.001367784,337.492,2.536033,1.521501,0.029558024,0.774852,26.21460758,339.04,2.536321,1.521501,0.02819024,0.912557,32.37138102,137.723,0.137723,352837.2616,1172254.476,NA,NA,NA,352845.7681,1172261.588,95.51984,2556,2.9558024,2.819024,1.367784,3.85502225850111,14.861196613539,2.556,3.3904
"1710",873,1070.88,0.108383387,331.198,2366.083,1791.275,9880.481,387.153,0.039183619,351.26,2366.3,1791.275,8809.601,524.881,0.059580564,0.00107088,331.198,2.366083,1.791275,0.009880481,0.387153,39.18361869,351.26,2.3663,1.791275,0.008809601,0.524881,59.58056443,137.725,0.137725,316617.0326,1204644.957,NA,NA,NA,316615.7555,1204645.339,58.12458,2356,0.9880481,0.8809601,1.07088,2.34581161009093,5.50283211003741,2.356,3.5126
"1711",43,1282.772,0.066593458,253.002,2136.273,1443.332,19262.733,506.762,0.026307897,261.899,2136.143,1443.332,17979.961,644.521,0.035846629,0.001282772,253.002,2.136273,1.443332,0.019262733,0.506762,26.30789722,261.899,2.136143,1.443332,0.017979961,0.644521,35.84662948,137.756,0.137756,316364.6514,1141778.213,NA,NA,NA,316364.6996,1141778.644,140.15221,2153,1.9262733,1.7979961,1.282772,5.65631065889685,31.9938502699501,2.153,2.61899
"1712",645,1101.962,0.068815775,273.254,2283.611,1320.794,16013.218,710.086,0.044343742,281.788,2283.882,1320.794,14911.256,847.844,0.056859328,0.001101962,273.254,2.283611,1.320794,0.016013218,0.710086,44.34374153,281.788,2.283882,1.320794,0.014911256,0.847844,56.85932828,137.8,0.1378,410598.7806,1320839.609,NA,NA,NA,410597.2447,1320857.671,65.34486,2290,1.6013218,1.4911256,1.101962,2.63721013120037,6.95487727610588,2.29,2.81788
"1713",1859,1183.951,0.102849304,364.916,2421.833,1354.141,11511.512,658.16,0.057174071,377.753,2421.455,1354.141,10327.561,796.054,0.077080542,0.001183951,364.916,2.421833,1.354141,0.011511512,0.65816,57.17407062,377.753,2.421455,1.354141,0.010327561,0.796054,77.08054206,137.932,0.137932,400834.2206,1269018.421,NA,NA,NA,400829.9857,1269017.297,34.06413,2443,1.1511512,1.0327561,1.183951,1.37477176852971,1.88999741554632,2.443,3.77753
"1714",1051,1018.039,0.098103883,190.816,2128.5,1152.126,10377.153,513.427,0.049476672,202.068,2128.273,1152.126,9359.114,651.339,0.069594088,0.001018039,190.816,2.1285,1.152126,0.010377153,0.513427,49.47667246,202.068,2.128273,1.152126,0.009359114,0.651339,69.59408765,137.957,0.137957,421883.6401,1333816.221,NA,NA,NA,421884.3029,1333819.78,257.04828,2114,1.0377153,0.9359114,1.018039,10.3740420933434,107.62074935446,2.114,2.02068
"1715",279,1164.092,0.18435276,300.246,2923.667,1765.857,6314.481,475.247,0.075263034,320.964,2923.25,1765.857,5150.389,613.239,0.11906654,0.001164092,300.246,2.923667,1.765857,0.006314481,0.475247,75.26303429,320.964,2.92325,1.765857,0.005150389,0.613239,119.0665404,137.997,0.137997,326646.903,1226212.168,NA,NA,NA,326645.2809,1226206.726,352.05634,2950,0.6314481,0.5150389,1.164092,14.2084097601758,201.87890791306,2.95,3.20964
"1717",3077,1078.054,0.043524274,342.984,2232.857,1647.335,24769.029,646.15,0.026087014,348.269,2232.704,1647.335,23690.975,784.219,0.033102015,0.001078054,342.984,2.232857,1.647335,0.024769029,0.64615,26.08701375,348.269,2.232704,1.647335,0.023690975,0.784219,33.10201459,138.063,0.138063,310577.7662,1198306.463,NA,NA,NA,310590.1948,1198301.764,169.79478,2239,2.4769029,2.3690975,1.078054,6.85263560195765,46.9586146932175,2.239,3.48269
"1718",2217,1064.749,0.058674489,310.531,2256.176,1189.854,18146.711,942.21,0.051921806,320.902,2257.063,1189.854,17081.962,1080.253,0.063239398,0.001064749,310.531,2.256176,1.189854,0.018146711,0.94221,51.92180555,320.902,2.257063,1.189854,0.017081962,1.080253,63.23939838,138.086,0.138086,414763.9758,1342329.732,NA,NA,NA,414769.4207,1342344.731,94.40929,2251,1.8146711,1.7081962,1.064749,3.81020230309521,14.517641590512,2.251,3.20902
"1719",57,1283.209,0.037786098,338.938,2203.135,1432.826,33959.818,733.662,0.021603826,344.613,2203.111,1432.826,32676.609,871.802,0.026679696,0.001283209,338.938,2.203135,1.432826,0.033959818,0.733662,21.60382603,344.613,2.203111,1.432826,0.032676609,0.871802,26.67969617,138.144,0.138144,327280.52,1144698.063,NA,NA,NA,327272.3181,1144694.618,70.98885,2217,3.3959818,3.2676609,1.283209,2.86499220324695,8.20818032466581,2.217,3.44613
"1720",114,946.877,0.101213361,307.442,2522.5,1346.277,9355.257,415.55,0.044418876,322.285,2521.714,1346.277,8408.38,553.693,0.06585014,0.000946877,307.442,2.5225,1.346277,0.009355257,0.41555,44.41887593,322.285,2.521714,1.346277,0.00840838,0.553693,65.85013998,138.175,0.138175,384097.5055,1138562.825,NA,NA,NA,384098.1395,1138563.424,117.82749,2543,0.9355257,0.840838,0.946877,4.75532200026001,22.6130873261569,2.543,3.22285
"1722",3066,1206.009,0.031186807,303.665,1938.395,1496.712,38670.487,974.323,0.025195519,306.46,1938.286,1496.712,37464.478,1112.53,0.029695596,0.001206009,303.665,1.938395,1.496712,0.038670487,0.974323,25.19551926,306.46,1.938286,1.496712,0.037464478,1.11253,29.69559592,138.2,0.1382,309694.8071,1182589.231,6,NA,NA,309696.0068,1182581.543,1167.02808,1948,3.8670487,3.7464478,1.206009,47.0993170078154,2218.34566260269,1.948,3.0646
"1723",1739,972.308,0.072763118,235.102,2272.923,1366.675,13362.649,770.592,0.057667608,239.782,2272.833,1366.675,12390.341,908.833,0.07335012,0.000972308,235.102,2.272923,1.366675,0.013362649,0.770592,57.66760767,239.782,2.272833,1.366675,0.012390341,0.908833,73.35012007,138.262,0.138262,358376.8999,1123789.257,NA,NA,NA,358370.4038,1123796.791,183.55487,2252,1.3362649,1.2390341,0.972308,7.40797000399369,54.8780195800703,2.252,2.39782
"1724",2219,850.894,0.047568319,289.206,2339.714,1201.111,17887.83,754.722,0.042191926,298.175,2340.4,1201.728,17036.936,892.972,0.052413885,0.000850894,289.206,2.339714,1.201111,0.01788783,0.754722,42.19192602,298.175,2.3404,1.201111,0.017036936,0.892972,52.41388475,138.288,0.138288,399598.2126,1342615.776,NA,NA,NA,399604.2855,1342614.764,164.72539,2301,1.788783,1.7036936,0.850894,6.64804343255051,44.196481481078,2.301,2.98175
"1727",230,899.844,0.058663722,189.205,2410.267,1227.753,15339.02,544.808,0.035517784,189.767,2410.071,1227.753,14439.176,683.274,0.047320844,0.000899844,189.205,2.410267,1.227753,0.01533902,0.544808,35.51778406,189.767,2.410071,1.227753,0.014439176,0.683274,47.32084435,138.509,0.138509,415863.3408,1136258.761,NA,NA,NA,415862.3102,1136256.452,77.51965,2406,1.533902,1.4439176,0.899844,3.1285644555227,9.78791555236004,2.406,1.89767
"1728",921,1234.313,0.055604804,316.107,2398.038,1125.048,22197.956,815.476,0.036736536,324.636,2397.92,1125.048,20963.643,953.952,0.045505068,0.001234313,316.107,2.398038,1.125048,0.022197956,0.815476,36.73653556,324.636,2.39792,1.125048,0.020963643,0.953952,45.50506799,138.519,0.138519,412756.6256,1178342.82,NA,NA,NA,412748.6578,1178345.163,165.30898,2409,2.2197956,2.0963643,1.234313,6.67159615667399,44.5101952777471,2.409,3.24636
"1729",863,1013.422,0.091212709,284.236,2250.333,1686.092,11110.535,629.8,0.056684939,300.486,2250.333,1686.092,10097.113,768.344,0.076095415,0.001013422,284.236,2.250333,1.686092,0.011110535,0.6298,56.68493911,300.486,2.250333,1.686092,0.010097113,0.768344,76.0954146,138.544,0.138544,319593.5867,1247758.804,NA,NA,NA,319595.0289,1247767.148,139.66783,2250,1.1110535,1.0097113,1.013422,5.63676188576686,31.7730845568339,2.25,3.00486
"1730",740,1221.787,0.157081564,292.2,2325.143,1323.024,7778.042,356.822,0.045875556,315.885,2325.167,1323.024,6556.255,495.363,0.075555786,0.001221787,292.2,2.325143,1.323024,0.007778042,0.356822,45.87555583,315.885,2.325167,1.323024,0.006556255,0.495363,75.55578604,138.576,0.138576,390583.2947,1254158.967,NA,NA,NA,390584.2898,1254157.576,467.68188,2328,0.7778042,0.6556255,1.221787,18.8748647118509,356.260517890674,2.328,3.15885
"1731",472,814.467,0.129185166,243.592,1904.5,1390.34,6304.648,335.395,0.053198053,255.884,1905.167,1390.34,5490.181,473.961,0.086328848,0.000814467,243.592,1.9045,1.39034,0.006304648,0.335395,53.19805325,255.884,1.905167,1.39034,0.005490181,0.473961,86.32884781,138.58,0.13858,345388.7738,1265251.141,NA,NA,NA,345396.407,1265252.924,63.46438,1900,0.6304648,0.5490181,0.814467,2.56131707844122,6.56034517631465,1.9,2.55884
